month,day,sched_dep_time,origin,distance,arr_delay
12,21,2303,JFK,678.0,14.0
9,26,522,LGA,289.2,4.5
5,14,1065,JFK,2592.3,13.2
8,9,1265,EWR,2618.5,-3.1
10,27,1464,LGA,1469.0,-1.4
10,15,734,LGA,1591.2,-35.4
8,12,1495,LGA,2523.8,53.7
1,10,1582,JFK,2241.8,12.2
12,19,1687,LGA,868.9,-18.8
5,24,2294,LGA,149.0,-5.4
3,19,1325,LGA,1491.1,5.9
1,6,715,EWR,2590.8,23.3
4,20,1706,JFK,2697.9,38.6
8,24,2092,JFK,2873.1,47.9
3,27,1156,EWR,2650.7,-20.7
10,6,1434,LGA,1782.1,43.9
2,8,1613,EWR,1389.4,34.8
11,1,810,EWR,2347.1,8.2
9,22,1056,LGA,2245.5,10.0
10,17,1471,LGA,1660.6,3.0
5,17,756,JFK,353.2,-0.3
7,24,1032,LGA,2785.6,-29.5
11,15,2056,EWR,1421.2,37.4
11,7,551,EWR,1153.7,-8.1
2,19,1861,LGA,1925.7,64.8
9,22,1694,JFK,2054.1,20.1
9,31,1590,EWR,711.0,15.4
4,25,2148,LGA,2527.1,-18.2
4,23,799,JFK,940.8,-1.9
6,28,1171,JFK,641.4,26.6
10,3,1277,EWR,1278.6,45.8
10,30,1331,EWR,2218.6,57.4
10,30,731,JFK,2899.8,42.7
6,29,1474,JFK,2446.9,18.5
12,22,2360,JFK,2827.0,-27.9
1,11,1591,LGA,507.8,28.7
9,20,2029,EWR,306.4,-7.7
2,30,527,JFK,1717.3,21.5
5,29,2151,EWR,941.9,16.3
9,19,1574,EWR,2501.4,43.2
4,9,2216,EWR,2048.8,22.9
11,10,1783,JFK,2915.1,20.7
3,2,1090,LGA,838.9,48.4
7,1,1284,JFK,1508.8,43.6
6,31,1119,EWR,1553.6,22.6
8,30,1085,JFK,793.6,3.6
3,16,2210,JFK,1811.3,-2.6
5,18,1501,EWR,1385.5,0.3
10,23,683,EWR,1395.5,-25.8
4,26,1546,JFK,1151.9,-3.2
4,17,2309,JFK,149.1,23.8
4,6,628,JFK,1614.1,27.6
10,14,790,JFK,1072.2,-8.8
8,23,2355,LGA,103.8,71.7
6,25,1000,JFK,993.0,57.3
3,15,685,LGA,908.0,2.6
10,14,978,EWR,1241.0,41.2
5,24,2094,LGA,482.4,5.1
6,22,991,EWR,1572.3,29.3
5,3,1012,LGA,2108.1,-4.8
6,24,2166,EWR,1927.5,-22.2
8,23,1590,JFK,2430.9,30.4
7,19,2328,LGA,1410.8,15.4
5,25,966,LGA,1605.4,6.0
10,12,784,EWR,2450.2,8.1
6,2,1100,EWR,1340.3,2.2
4,3,1940,LGA,2134.6,63.2
12,18,1623,EWR,1360.3,21.3
9,29,688,JFK,1311.4,10.6
4,1,1488,LGA,2304.6,-5.1
1,20,1389,JFK,607.0,34.5
7,21,2381,LGA,1081.9,37.4
7,29,887,JFK,750.1,21.3
4,6,740,LGA,1141.4,-21.1
3,5,2305,EWR,768.1,45.2
8,1,2254,LGA,1780.3,36.1
5,19,916,JFK,2414.7,-4.4
10,1,675,LGA,2381.2,6.3
7,27,886,JFK,1157.1,23.0
4,21,1994,JFK,2967.4,21.9
4,21,1352,JFK,1822.2,-58.2
8,16,1756,EWR,1258.3,22.6
8,12,1162,LGA,2523.1,38.7
2,27,951,JFK,2216.6,-10.6
2,29,776,EWR,2272.9,47.8
3,22,1752,JFK,668.8,23.4
12,8,1694,LGA,1458.1,16.9
12,26,2258,EWR,2599.3,-20.6
3,16,712,JFK,1561.7,10.1
1,28,1805,JFK,2082.0,34.6
3,1,540,JFK,1805.0,7.8
6,4,1645,LGA,2542.8,53.5
8,10,1750,EWR,925.2,51.6
12,11,793,EWR,1768.9,3.6
10,17,1099,EWR,457.4,3.3
6,25,1790,JFK,2101.6,22.5
5,27,1040,EWR,2222.7,-14.4
4,23,2282,JFK,224.2,2.2
3,7,2351,LGA,2059.8,10.5
4,12,950,EWR,1302.6,22.1
7,21,1972,JFK,459.9,68.8
1,7,2279,EWR,1317.7,-30.8
7,12,1584,EWR,663.3,47.9
1,15,2025,LGA,1305.1,26.4
2,2,1670,EWR,1214.6,-5.5
4,14,2209,LGA,2241.3,-3.0
1,13,1289,EWR,2345.2,29.3
11,4,833,EWR,1860.4,4.0
12,14,1390,EWR,165.8,14.3
11,14,1665,EWR,2800.0,37.0
11,16,543,EWR,2090.1,-5.6
9,7,643,EWR,199.2,-16.1
12,19,2388,LGA,2474.6,20.8
6,2,832,LGA,680.8,77.1
1,10,1497,JFK,1779.7,-5.4
1,18,2020,EWR,1453.2,4.7
6,29,1919,LGA,1317.5,28.7
4,17,554,EWR,2680.2,42.2
4,5,1830,EWR,1368.3,-18.6
11,12,1369,LGA,318.5,23.4
6,6,1946,EWR,2845.3,12.1
12,22,1940,LGA,2769.6,-0.8
11,9,2196,LGA,2084.9,-5.4
7,20,1296,JFK,1456.9,15.6
9,1,824,JFK,369.3,-16.9
10,22,2233,JFK,2393.2,9.1
5,15,2194,JFK,318.9,-46.2
9,21,579,EWR,298.9,-22.8
4,26,1554,EWR,1658.4,16.5
10,6,1484,JFK,564.4,22.5
2,19,1635,LGA,122.4,76.7
3,18,1057,LGA,1327.0,28.2
11,6,1364,LGA,497.9,-10.4
1,13,1216,LGA,565.5,-38.0
6,1,2087,EWR,323.0,47.0
6,23,2173,LGA,694.8,-7.2
1,23,971,LGA,2174.9,-2.8
11,26,573,JFK,2445.9,9.3
3,13,2076,LGA,1412.3,21.4
5,7,2002,EWR,1569.0,13.8
3,15,1088,LGA,194.7,-26.9
10,12,1910,LGA,301.0,14.0
3,27,2222,EWR,846.9,10.2
10,26,1063,JFK,1677.3,65.1
3,1,1956,EWR,2244.7,-17.4
5,15,1935,JFK,1854.5,20.7
5,4,966,LGA,1237.2,24.0
4,13,1098,JFK,443.1,12.3
1,23,2144,JFK,2364.2,-16.1
5,27,1491,JFK,1155.0,-14.6
10,25,1236,LGA,2234.6,5.1
5,5,1493,JFK,1587.6,5.9
4,29,747,JFK,2242.1,29.0
6,2,2104,LGA,2731.1,49.6
10,23,1643,EWR,2771.0,14.5
4,26,566,EWR,1651.8,19.6
7,1,1072,EWR,1583.4,-1.2
7,16,1850,LGA,870.5,23.6
2,23,1202,LGA,2813.8,-2.6
3,6,969,EWR,1428.0,1.0
1,23,992,JFK,470.0,27.3
8,16,2224,EWR,1354.8,34.1
9,14,1162,LGA,468.5,5.5
4,29,785,JFK,1557.3,-59.4
6,26,2131,JFK,1727.7,17.3
9,3,811,LGA,1079.5,-32.2
6,15,808,JFK,307.8,14.4
12,3,1274,EWR,2836.2,-34.7
12,23,1620,LGA,2342.7,67.4
12,29,1464,LGA,2532.8,5.5
9,2,1636,LGA,1163.9,8.1
4,1,2160,LGA,2306.4,52.8
8,9,955,JFK,1507.6,11.7
9,9,1986,LGA,683.1,28.0
4,23,631,LGA,460.8,12.5
5,7,1429,JFK,1100.6,-4.7
8,3,1464,LGA,498.9,-5.6
12,26,1428,JFK,2995.0,33.3
10,31,620,JFK,242.6,5.7
6,18,1720,LGA,1379.3,1.6
12,11,2329,EWR,1411.1,23.4
7,7,2005,LGA,971.8,29.5
3,9,1133,EWR,1756.9,31.2
7,1,2317,JFK,534.9,19.0
12,29,1396,EWR,2373.3,-29.8
8,14,1271,LGA,1064.1,-22.4
10,20,1562,LGA,1814.9,46.2
6,6,1065,EWR,2175.4,13.1
10,7,1011,LGA,2678.2,-4.2
9,10,1997,EWR,2523.8,3.1
6,7,1684,JFK,1864.1,57.7
12,26,788,EWR,1226.3,19.7
9,2,699,EWR,1559.3,48.9
4,30,2311,EWR,2329.3,5.1
8,4,1027,EWR,2644.9,-2.1
11,21,1416,JFK,401.0,43.7
4,30,2208,JFK,1216.1,1.5
2,28,2026,JFK,2350.7,55.2
10,17,1771,EWR,1351.8,47.9
11,1,1906,JFK,1063.5,21.7
9,10,1741,LGA,1292.8,-0.7
5,19,1610,JFK,1848.2,24.5
4,31,1605,EWR,2999.4,34.3
2,15,1585,LGA,1529.7,9.4
1,10,1298,EWR,704.6,26.5
11,19,2023,LGA,572.3,34.8
7,12,1565,EWR,222.8,-5.7
6,24,511,EWR,1720.6,50.5
2,16,1332,LGA,1679.3,-27.6
8,9,2269,JFK,695.2,28.7
11,15,1340,LGA,2116.5,59.3
4,30,1142,LGA,2249.2,-0.1
8,27,1638,LGA,851.4,-17.6
7,28,1741,LGA,1097.9,18.1
5,17,2172,LGA,2972.4,38.0
10,14,605,EWR,1185.4,-7.0
10,27,1190,EWR,2306.3,27.7
12,18,1027,JFK,1412.9,-15.2
8,26,1995,JFK,2400.7,14.7
9,2,2277,LGA,2330.2,14.1
5,31,1345,JFK,2036.5,66.9
10,4,1392,JFK,2578.9,-7.9
5,18,886,LGA,2823.7,-39.4
2,7,1749,EWR,1782.0,79.1
5,13,980,EWR,788.7,10.2
3,15,2277,JFK,1256.0,30.6
7,25,907,EWR,2299.1,-9.5
10,23,1980,EWR,1987.6,49.3
5,28,2176,JFK,615.6,8.0
8,22,1397,LGA,248.6,6.6
1,31,1210,JFK,2080.6,22.2
3,26,2147,JFK,828.1,-18.3
3,1,1138,JFK,1549.0,-26.5
9,11,1544,LGA,2265.6,34.7
5,10,2182,LGA,1731.7,-11.6
12,25,2124,LGA,341.6,-4.8
9,5,1314,LGA,638.2,8.2
9,16,1417,JFK,736.1,5.3
1,11,702,EWR,847.8,21.9
2,21,916,JFK,1739.7,12.7
5,6,915,LGA,1561.5,-22.5
4,9,1971,EWR,689.2,5.1
10,13,2035,JFK,295.9,13.5
9,24,584,EWR,597.2,-21.7
7,8,666,LGA,2954.7,19.1
6,14,883,EWR,1458.8,12.6
7,24,967,EWR,2615.3,-18.7
1,1,1595,LGA,2561.4,29.2
1,17,1309,EWR,1583.4,6.4
8,24,1496,JFK,2149.4,10.5
2,5,2044,EWR,659.0,45.9
12,25,2316,JFK,2096.4,-8.7
10,2,972,EWR,889.9,-14.7
11,25,1492,EWR,2513.0,51.7
9,28,1781,LGA,342.8,14.5
7,30,774,LGA,2342.1,9.7
6,24,2273,JFK,389.8,24.5
1,9,1543,LGA,2655.4,8.3
1,4,2013,LGA,982.2,11.1
2,17,2268,LGA,1997.7,40.9
6,17,989,LGA,1513.8,21.0
6,21,2256,LGA,1162.3,28.8
2,18,825,JFK,1971.8,6.0
1,16,1028,JFK,2847.8,15.0
10,30,1391,LGA,219.7,-37.0
5,8,588,LGA,2764.7,49.5
5,26,985,JFK,1866.3,14.2
2,11,1207,EWR,2441.2,41.1
6,21,849,JFK,1213.2,22.6
9,21,1607,EWR,1468.3,33.2
2,18,886,LGA,2619.7,-7.5
10,23,586,LGA,1303.1,20.9
2,29,806,JFK,1650.5,9.0
3,24,2373,LGA,158.6,-16.6
7,10,1677,EWR,559.9,47.3
6,13,939,EWR,1960.9,4.4
12,17,1239,JFK,2179.2,30.2
8,18,763,EWR,1789.5,41.9
8,10,1476,JFK,515.6,13.5
6,16,1234,JFK,1391.7,19.5
12,20,920,EWR,1129.8,-4.7
11,5,992,EWR,1537.4,29.4
10,13,1132,EWR,2624.0,11.1
3,18,1492,EWR,2350.0,-0.8
3,17,910,EWR,343.6,-24.1
1,9,672,EWR,2681.9,26.4
7,14,503,EWR,1468.1,5.4
5,17,1353,LGA,2257.2,6.5
4,29,2163,JFK,506.1,44.1
10,31,1485,JFK,2045.1,18.4
4,4,1995,EWR,785.3,-11.8
4,18,1633,JFK,1371.3,15.9
6,27,2390,EWR,148.9,10.4
8,20,1560,LGA,539.7,41.4
8,24,1082,JFK,367.0,43.2
5,24,2324,JFK,795.3,24.7
6,15,1554,LGA,390.1,31.0
4,11,880,LGA,2106.5,-1.7
12,12,1791,LGA,184.2,39.6
11,9,1534,JFK,1891.4,-4.2
9,13,843,JFK,508.1,5.3
8,15,2363,LGA,2841.0,-3.1
10,27,2067,LGA,2806.0,52.4
12,15,2092,LGA,754.0,47.0
10,28,665,LGA,1881.8,-47.5
1,5,1199,LGA,181.2,52.8
2,23,841,EWR,2802.2,43.7
9,19,2005,LGA,1616.7,42.6
8,26,1542,EWR,225.3,-13.2
3,20,2151,JFK,1093.2,32.0
8,26,1479,JFK,322.9,28.7
12,25,1707,EWR,1239.5,34.2
1,26,2305,LGA,2042.8,30.5
10,26,1044,JFK,1462.7,38.5
4,14,1533,LGA,1212.8,24.9
3,28,2115,LGA,445.6,-14.2
6,17,691,EWR,810.3,7.1
7,18,819,JFK,390.4,35.7
4,21,2225,JFK,2441.7,51.8
7,3,1079,EWR,492.2,6.8
9,2,974,LGA,1826.6,-11.2
11,1,2383,LGA,1093.9,18.1
2,10,1136,JFK,755.3,-14.6
11,19,926,EWR,1954.5,40.3
3,17,2371,EWR,1425.3,-0.9
5,12,1582,LGA,1260.4,21.1
3,1,1959,LGA,1819.3,2.9
11,12,596,EWR,1524.7,37.0
8,17,995,JFK,980.1,21.9
12,24,2310,LGA,1721.3,13.8
10,31,1160,EWR,2041.5,12.0
8,3,1801,EWR,177.4,5.9
8,11,1788,EWR,1451.0,49.4
12,17,508,JFK,267.3,-4.7
12,23,956,LGA,640.6,18.4
9,26,2318,LGA,1725.5,-19.1
4,3,772,LGA,2611.9,-17.7
5,8,1439,JFK,2660.1,16.5
5,20,2336,LGA,302.8,18.3
8,4,1531,LGA,1315.4,20.3
7,21,707,LGA,1790.7,6.6
9,22,2160,LGA,526.5,3.7
8,7,1646,JFK,2319.8,71.1
2,14,1556,EWR,2258.3,5.3
10,14,2036,EWR,2719.7,30.7
12,4,703,LGA,124.6,40.8
4,16,1017,LGA,728.4,4.0
6,24,2332,LGA,2498.8,57.4
12,29,1016,JFK,2044.7,-1.5
2,22,942,LGA,2693.7,-6.1
7,30,2115,JFK,265.8,8.7
3,1,2309,LGA,1831.2,26.9
3,17,1188,LGA,1750.2,-0.2
11,25,1349,EWR,203.5,-6.5
2,10,1332,LGA,1589.2,-33.9
11,22,838,JFK,1867.6,30.1
8,16,1961,EWR,654.8,38.2
6,16,1968,JFK,892.7,59.3
1,26,1659,EWR,1957.0,2.8
12,8,886,JFK,1458.1,16.9
1,29,1548,EWR,2588.2,7.3
7,7,1005,JFK,1092.9,7.3
8,28,1848,JFK,873.3,28.9
5,6,2218,LGA,2956.1,42.6
12,16,1179,EWR,2742.3,-6.5
11,20,1861,EWR,184.1,36.9
5,16,1189,LGA,2335.1,0.4
4,7,1384,JFK,420.0,5.1
6,9,1618,JFK,179.7,51.4
6,14,2068,EWR,893.7,14.6
3,11,1122,JFK,881.1,13.7
9,26,1669,EWR,2476.0,29.8
12,26,1392,EWR,2160.9,30.7
11,14,1452,JFK,2946.7,15.3
7,7,1754,JFK,2163.4,23.2
1,1,1283,JFK,1312.9,11.8
7,26,2371,LGA,2126.9,44.8
5,25,994,EWR,2998.4,-24.2
5,13,1561,JFK,2159.4,20.6
2,20,1948,LGA,2308.9,1.1
4,31,2170,JFK,2821.3,21.3
12,3,2369,EWR,429.6,6.4
6,20,1246,LGA,2143.9,38.1
10,4,936,EWR,2567.3,24.3
11,29,2354,JFK,2867.7,-14.7
7,26,1891,JFK,711.8,39.3
11,11,844,JFK,1561.4,-19.4
5,2,1683,LGA,2073.6,38.5
9,14,1049,LGA,817.7,-7.8
3,12,2185,LGA,1841.4,-12.7
1,30,1319,LGA,847.0,5.8
4,17,1040,JFK,1067.0,-14.6
9,12,643,JFK,1380.4,37.9
4,26,1087,JFK,1634.7,3.5
2,12,1156,LGA,1403.2,3.3
10,1,2264,LGA,1530.3,23.4
5,13,2099,JFK,965.9,-16.5
3,14,2382,JFK,561.0,57.7
12,24,844,LGA,237.3,-21.6
9,30,1792,EWR,668.3,14.8
4,2,2363,JFK,1787.6,17.3
6,12,1195,JFK,2379.7,58.9
2,26,2296,JFK,590.8,6.9
6,21,767,LGA,414.8,-3.7
3,28,668,JFK,2272.9,-14.0
12,16,2294,JFK,985.0,-32.0
12,4,2262,JFK,2859.3,7.8
9,8,532,JFK,2171.5,56.0
11,2,876,JFK,1047.6,-21.5
2,10,1737,EWR,939.7,57.2
12,9,2085,EWR,1618.7,33.9
12,23,1963,JFK,329.5,-13.8
9,15,2015,JFK,441.3,7.1
5,13,892,JFK,610.0,-8.5
8,23,988,JFK,2346.7,2.4
2,17,1221,LGA,1590.2,6.3
6,30,1445,LGA,130.6,16.1
3,16,1552,LGA,2053.2,4.0
12,28,538,EWR,1328.7,7.7
12,2,2382,JFK,1581.5,35.8
10,20,2135,LGA,720.9,2.9
5,20,1696,JFK,1700.2,-0.8
12,27,1540,JFK,2939.5,14.2
8,14,1579,EWR,313.0,20.2
10,3,725,EWR,923.4,20.9
1,23,2081,LGA,804.7,1.0
5,12,566,LGA,820.8,12.4
3,8,1720,EWR,1198.2,52.9
4,2,2177,EWR,2472.5,34.9
2,4,1334,JFK,2747.3,25.4
9,14,1546,JFK,686.4,-4.9
3,16,1498,LGA,1674.6,22.7
2,19,2129,LGA,1947.0,5.9
10,2,2277,EWR,1613.3,-9.0
11,12,736,LGA,1358.8,-12.1
9,29,1456,JFK,656.7,30.2
7,14,1418,EWR,1515.8,31.1
6,6,2089,JFK,1263.5,51.6
1,13,1661,EWR,2407.1,7.3
5,4,972,EWR,2314.5,-27.3
12,22,2368,JFK,488.6,7.9
11,18,2307,LGA,356.7,17.2
11,12,1052,LGA,2733.6,5.2
3,20,2133,LGA,1653.0,5.9
1,27,1194,LGA,2587.6,-0.8
4,22,2163,JFK,268.6,27.6
2,30,1752,EWR,1626.9,34.4
2,21,816,JFK,1664.3,16.5
3,19,1097,LGA,2596.0,-5.4
8,8,1267,LGA,383.1,-5.6
8,7,2244,JFK,797.3,39.8
12,16,2250,EWR,1279.0,-22.6
7,19,1385,JFK,2610.9,67.4
6,6,2135,JFK,2822.8,26.8
9,20,1060,JFK,2978.9,-16.6
4,27,1724,EWR,2881.7,26.1
12,21,757,JFK,117.2,30.2
1,11,2003,JFK,238.4,7.5
8,5,1701,LGA,528.1,48.5
7,16,1256,JFK,1111.7,-10.8
7,7,622,LGA,2506.8,19.2
3,27,841,LGA,2688.7,6.1
4,5,1694,LGA,641.8,14.3
10,11,2368,EWR,1897.0,39.5
9,15,2171,LGA,2760.3,35.3
6,3,1582,JFK,1444.8,-1.5
5,26,2228,JFK,400.3,32.0
3,5,1988,LGA,1427.7,63.6
9,23,2303,LGA,1189.8,27.2
5,21,759,JFK,1775.2,-1.9
5,5,1896,LGA,1372.1,39.8
4,9,594,EWR,150.3,24.3
4,15,1648,LGA,2982.6,-3.0
12,3,540,EWR,1676.3,2.0
1,29,753,EWR,1473.5,29.9
7,6,506,EWR,2868.4,-4.5
9,17,1994,LGA,552.0,17.8
3,26,1227,EWR,648.8,53.3
12,21,2034,EWR,2443.2,52.2
2,8,2104,LGA,856.4,13.6
3,21,568,EWR,2417.8,-7.0
1,25,1604,LGA,887.4,27.7
6,11,1041,JFK,196.2,11.1
11,6,2108,EWR,1599.3,-5.8
11,8,1785,LGA,670.4,-14.5
7,10,588,JFK,2297.8,31.8
11,24,1731,EWR,1959.5,5.6
11,29,712,EWR,2778.4,16.1
2,3,1333,LGA,2370.7,12.9
8,23,765,JFK,624.3,2.8
6,14,1411,LGA,2420.5,13.2
4,23,792,EWR,1961.0,2.3
5,14,1730,EWR,2040.0,73.5
8,10,832,EWR,2513.6,-6.4
3,12,1600,EWR,1764.1,8.7
3,6,1811,JFK,1451.4,8.4
11,12,1504,JFK,1946.3,-26.4
4,23,546,LGA,964.1,0.3
1,14,1121,LGA,629.5,-19.7
9,2,1723,LGA,1888.1,1.3
8,9,926,EWR,778.2,19.2
8,10,709,LGA,331.8,-15.3
10,26,1387,JFK,101.6,-37.1
6,17,1943,LGA,1864.1,58.9
7,17,653,LGA,1150.2,17.6
6,3,2045,JFK,2281.7,34.6
9,30,914,JFK,1188.0,-5.4
3,31,1876,EWR,1509.4,42.5
3,19,1680,JFK,1280.5,40.5
3,1,1784,JFK,1986.7,53.7
10,12,1600,LGA,1132.8,17.6
3,7,1268,JFK,2894.9,-20.8
9,4,1482,EWR,2814.8,8.3
12,10,2011,LGA,2559.3,35.3
4,13,1654,EWR,2768.9,30.6
7,2,1078,JFK,1402.5,-1.4
9,10,1978,EWR,1655.6,41.3
11,21,1239,EWR,2252.1,12.1
12,22,662,JFK,2118.8,34.6
7,25,1538,JFK,2683.0,73.0
9,4,1755,LGA,2177.4,29.0
12,18,694,LGA,2993.9,29.2
3,5,2384,LGA,1110.7,22.1
4,19,1041,JFK,2515.7,29.2
8,2,858,EWR,2123.1,-19.7
6,12,1349,EWR,2105.0,5.0
5,17,1854,LGA,1044.9,29.2
4,10,926,LGA,2378.2,26.4
8,2,996,JFK,2711.1,22.8
1,6,1327,EWR,733.8,-16.7
9,8,985,LGA,1913.9,21.6
1,29,2331,JFK,1237.2,-4.5
8,19,1972,LGA,2969.7,56.6
4,11,1936,JFK,1488.6,9.2
9,31,829,EWR,762.1,42.0
11,25,2255,JFK,1207.4,16.1
5,31,1388,LGA,1996.1,-4.9
3,12,1490,LGA,320.7,16.5
9,9,1670,EWR,1850.4,22.0
11,2,758,EWR,2800.6,26.0
9,8,791,LGA,2566.1,-20.5
4,26,2334,LGA,296.3,43.6
11,11,642,LGA,2980.8,5.4
4,28,1246,EWR,2126.3,14.3
12,21,1126,LGA,570.6,-44.1
8,4,1888,EWR,136.0,40.0
2,10,589,LGA,596.7,1.3
9,21,1219,JFK,2530.7,39.3
6,20,1687,JFK,162.8,26.7
9,16,980,LGA,776.1,-27.0
8,8,583,JFK,2296.2,38.9
7,4,1600,EWR,1799.7,26.0
1,29,1172,JFK,2369.9,-3.1
12,10,1016,JFK,2263.8,14.4
3,12,984,EWR,246.7,-31.7
11,29,2113,JFK,2688.3,26.2
2,14,2126,JFK,758.4,18.4
5,16,2122,LGA,1704.8,-10.8
5,22,1281,EWR,1968.4,43.4
5,18,603,EWR,589.0,-13.4
4,21,1975,LGA,2931.1,31.0
5,22,2010,LGA,1515.7,29.4
3,21,838,JFK,267.2,80.9
12,12,1186,JFK,2818.1,24.1
1,18,2089,JFK,1800.2,-9.4
5,30,1399,LGA,2127.7,46.5
9,7,2001,EWR,1623.0,60.0
9,20,2246,JFK,2520.7,1.2
4,24,1106,LGA,196.1,-22.8
3,23,722,EWR,878.3,-24.3
1,7,1532,LGA,1462.0,23.4
2,9,1576,JFK,322.2,-7.6
8,1,1600,LGA,2147.1,21.7
1,26,2241,LGA,1241.6,25.0
8,6,1002,LGA,890.7,35.4
7,6,1839,LGA,109.8,4.2
8,22,2337,EWR,2187.5,24.1
12,29,1321,JFK,2518.0,9.1
6,12,2365,EWR,1245.6,15.0
12,22,1123,LGA,1736.2,-7.5
9,12,2386,LGA,760.3,-12.7
3,10,664,JFK,1904.4,19.1
10,23,1802,JFK,135.2,-9.1
4,30,1550,EWR,1517.1,10.9
6,26,1593,EWR,1968.2,-21.4
8,6,1741,JFK,2762.8,10.5
5,17,1888,EWR,1205.9,-10.4
3,19,2224,LGA,2319.1,-24.6
6,18,2368,LGA,1833.3,-27.9
4,6,1829,JFK,2788.3,20.4
9,24,1647,EWR,1255.3,-24.0
3,19,518,LGA,1025.4,23.4
4,10,1780,JFK,2672.7,28.7
7,24,1819,EWR,242.8,26.3
7,8,1545,LGA,495.5,7.6
12,21,1488,EWR,339.0,0.4
12,24,949,EWR,2545.0,30.7
4,6,1051,EWR,130.8,24.1
6,21,2073,JFK,2598.8,76.8
12,25,1571,LGA,1408.7,27.7
3,30,1194,JFK,111.7,33.7
6,7,1086,LGA,1264.8,-13.5
12,24,1220,LGA,641.7,18.2
2,1,1706,JFK,1910.8,19.7
8,27,1958,JFK,2070.1,15.6
2,18,606,LGA,1513.8,10.2
11,24,1711,LGA,217.5,20.8
7,28,1275,LGA,2002.8,10.0
9,25,1609,EWR,2541.9,11.1
1,20,2359,LGA,2188.9,8.2
8,12,2366,JFK,2506.9,15.5
7,16,1979,JFK,681.5,24.4
6,10,1660,JFK,2677.8,61.5
6,27,2381,LGA,1034.4,7.9
6,10,1397,LGA,138.9,44.0
9,14,835,EWR,2545.8,-3.3
2,25,1106,EWR,2831.3,2.3
1,20,1337,JFK,2001.1,9.2
12,10,2280,EWR,771.2,51.3
6,10,1992,EWR,830.1,57.7
10,26,1101,JFK,1453.1,32.9
11,25,2094,LGA,2703.7,-9.7
8,11,902,EWR,533.8,17.4
3,23,1039,LGA,2495.3,35.2
12,2,1595,JFK,944.8,47.7
10,25,2305,JFK,2444.9,-22.0
1,20,523,EWR,2768.8,27.4
9,8,1123,JFK,1339.7,27.4
1,30,2335,JFK,1158.6,22.0
3,23,2008,JFK,2426.4,-15.0
8,29,1579,EWR,1635.5,36.8
3,31,1485,EWR,2084.9,18.5
4,7,722,EWR,1906.2,8.4
8,8,2155,JFK,543.4,11.4
1,1,678,LGA,2549.9,-12.9
6,21,1299,JFK,667.7,34.8
1,2,933,EWR,2803.6,13.3
1,18,1973,LGA,826.7,2.3
8,15,1292,LGA,2228.3,12.9
11,1,1383,EWR,925.5,1.9
4,5,991,LGA,1021.6,25.5
12,2,1712,LGA,999.0,-5.6
1,20,2101,EWR,2268.9,-33.9
10,3,1309,LGA,1714.8,-2.1
7,19,1460,LGA,2660.6,-22.1
5,18,919,EWR,991.4,7.7
5,29,1772,LGA,2106.8,-16.3
1,22,2111,LGA,2283.6,31.0
10,18,1148,LGA,539.3,41.2
11,14,1687,LGA,1261.7,11.8
6,30,2268,EWR,1500.2,-7.2
9,24,1778,JFK,1131.5,18.9
9,8,975,JFK,1034.1,-6.8
8,29,2329,LGA,2090.6,-35.2
5,30,1940,EWR,726.0,38.1
1,12,669,EWR,2157.2,17.2
9,21,1840,LGA,2811.6,57.9
1,10,673,JFK,1739.1,-0.1
8,23,969,LGA,1873.2,42.2
5,20,844,EWR,299.9,40.6
3,17,944,EWR,2607.0,51.8
11,11,1541,JFK,927.8,30.9
7,2,1593,EWR,1883.6,9.9
7,26,1861,EWR,2939.4,25.6
9,26,1127,EWR,1827.0,17.3
7,4,1091,JFK,2201.7,23.4
11,1,1026,EWR,1391.4,-3.6
3,15,2211,LGA,275.1,13.7
11,13,955,JFK,2413.0,5.0
1,8,1792,LGA,201.5,20.8
8,25,2154,LGA,2131.9,-4.7
12,4,1310,JFK,166.5,9.5
3,10,687,LGA,2600.7,40.4
12,19,1520,JFK,557.1,-13.5
8,18,2092,LGA,1591.4,49.8
8,5,1210,JFK,1831.7,-17.0
5,30,1028,EWR,1426.9,20.7
12,19,933,EWR,1088.2,11.9
1,26,787,LGA,1456.7,14.0
10,23,2090,EWR,1003.1,27.8
7,27,998,JFK,1370.6,21.9
12,22,1964,LGA,1140.8,49.8
10,16,2304,EWR,1742.0,3.3
5,1,802,EWR,790.0,38.3
8,12,586,LGA,2967.1,32.6
9,24,1329,EWR,1552.5,20.1
11,2,937,EWR,663.1,-33.1
7,21,1040,LGA,1483.5,-25.0
7,25,1545,EWR,2612.6,27.9
1,8,1332,EWR,163.2,-1.4
4,18,1296,EWR,2070.7,29.9
2,25,1059,EWR,1689.1,13.5
2,16,2040,LGA,591.7,-11.6
2,5,1261,JFK,2470.7,26.9
4,26,2198,JFK,1169.8,11.5
1,30,2026,EWR,952.0,-0.1
4,22,2237,EWR,2501.6,26.6
2,13,966,JFK,1951.7,-7.2
5,19,1624,EWR,2705.0,-5.6
3,29,2106,JFK,1926.7,18.0
12,3,1174,LGA,2248.4,-18.1
8,26,1184,LGA,2525.7,-8.5
4,8,1664,LGA,258.7,60.1
1,27,637,LGA,2350.5,-4.3
1,26,1077,LGA,1879.7,-25.1
12,26,1209,LGA,301.6,23.2
10,31,2363,JFK,1574.9,28.2
3,12,727,EWR,339.1,-13.7
9,2,780,JFK,2234.2,75.0
